label,outcome,fe,variable,coef,se,t,p,n,within_r2,counties,years,year_list,covariance
LPN training - Metro only (30),lpn_per_10k,county+year,nh_beds_per_65plus_ahrf,-8.3703,12.2855,-0.6813,0.4965,239,0.0714,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Metro only (30),lpn_per_10k,county+year,poverty_rate,-0.2724,0.4223,-0.645,0.5197,239,0.0714,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Metro only (30),lpn_per_10k,county+year,bachelors_plus_share,0.7837,0.5438,1.4413,0.1511,239,0.0714,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Metro only (30),lpn_per_10k,county+year,lpn_per_10k_lag1,-0.0666,0.1405,-0.4736,0.6363,239,0.0714,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Metro only (30),lpn_per_10k,county+year,unemployment_rate,0.0753,0.55,0.1368,0.8913,239,0.0714,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Metro only (30),lpn_per_10k,county+year,lpn_age_under35_pct_lag1,0.1601,0.1356,1.1805,0.2393,239,0.0714,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Metro only (30),lpn_per_10k,county+year,ipeds_lpn_per_10k_lag1,1.0854,0.4049,2.6807,0.008,239,0.0714,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Rural only (32),lpn_per_10k,county+year,share_75plus,0.2346,0.9021,0.26,0.7951,256,0.4011,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Rural only (32),lpn_per_10k,county+year,share_65_74,0.2636,0.3398,0.7757,0.4388,256,0.4011,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Rural only (32),lpn_per_10k,county+year,population_growth_rate,-69.2478,14.29,-4.8459,0.0,256,0.4011,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Rural only (32),lpn_per_10k,county+year,hosp_beds_per_1k,-1.7421,0.3648,-4.7759,0.0,256,0.4011,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Rural only (32),lpn_per_10k,county+year,nh_beds_per_65plus_ahrf,-3.0226,0.6068,-4.9813,0.0,256,0.4011,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Rural only (32),lpn_per_10k,county+year,poverty_rate,-0.0266,0.2024,-0.1312,0.8957,256,0.4011,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Rural only (32),lpn_per_10k,county+year,bachelors_plus_share,0.8637,0.485,1.7808,0.0764,256,0.4011,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Rural only (32),lpn_per_10k,county+year,lpn_per_10k_lag1,0.3931,0.096,4.0939,0.0001,256,0.4011,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Rural only (32),lpn_per_10k,county+year,unemployment_rate,0.185,0.3107,0.5953,0.5523,256,0.4011,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Rural only (32),lpn_per_10k,county+year,lpn_age_under35_pct_lag1,0.093,0.0357,2.6073,0.0098,256,0.4011,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training - Rural only (32),lpn_per_10k,county+year,ipeds_lpn_per_10k_lag1,0.1809,0.0952,1.8999,0.0588,256,0.4011,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - All 83,rn_per_10k,county+year,share_75plus,1.7977,0.7101,2.5318,0.0116,664,0.7214,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - All 83,rn_per_10k,county+year,share_65_74,0.3637,0.4403,0.8259,0.4092,664,0.7214,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - All 83,rn_per_10k,county+year,population_growth_rate,-113.8557,15.9146,-7.1542,0.0,664,0.7214,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - All 83,rn_per_10k,county+year,hosp_beds_per_1k,-0.1943,0.2899,-0.6702,0.503,664,0.7214,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - All 83,rn_per_10k,county+year,nh_beds_per_65plus_ahrf,1.2112,0.5563,2.1772,0.0299,664,0.7214,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - All 83,rn_per_10k,county+year,poverty_rate,0.1242,0.1769,0.7018,0.4831,664,0.7214,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - All 83,rn_per_10k,county+year,bachelors_plus_share,0.1954,0.1956,0.9987,0.3184,664,0.7214,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - All 83,rn_per_10k,county+year,rn_per_10k_lag1,0.8159,0.0518,15.7405,0.0,664,0.7214,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - All 83,rn_per_10k,county+year,unemployment_rate,-0.0792,0.1802,-0.4394,0.6605,664,0.7214,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - All 83,rn_per_10k,county+year,rn_age_under35_pct_lag1,-0.033,0.1284,-0.2572,0.7971,664,0.7214,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - All 83,rn_per_10k,county+year,ipeds_rn_per_10k_lag1,0.0092,0.0396,0.2328,0.816,664,0.7214,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - MSA only (51),rn_per_10k,county+year,share_75plus,1.7579,1.7101,1.028,0.3047,408,0.7817,51,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - MSA only (51),rn_per_10k,county+year,share_65_74,1.2846,0.593,2.1662,0.031,408,0.7817,51,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - MSA only (51),rn_per_10k,county+year,population_growth_rate,-158.0861,24.8149,-6.3706,0.0,408,0.7817,51,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - MSA only (51),rn_per_10k,county+year,hosp_beds_per_1k,1.4678,1.363,1.0769,0.2823,408,0.7817,51,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - MSA only (51),rn_per_10k,county+year,nh_beds_per_65plus_ahrf,9.1555,6.5123,1.4059,0.1607,408,0.7817,51,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - MSA only (51),rn_per_10k,county+year,poverty_rate,-0.1788,0.1762,-1.0146,0.311,408,0.7817,51,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - MSA only (51),rn_per_10k,county+year,bachelors_plus_share,-0.0251,0.3107,-0.0807,0.9357,408,0.7817,51,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - MSA only (51),rn_per_10k,county+year,rn_per_10k_lag1,0.8416,0.06,14.0151,0.0,408,0.7817,51,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - MSA only (51),rn_per_10k,county+year,unemployment_rate,-0.2297,0.3995,-0.5751,0.5656,408,0.7817,51,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - MSA only (51),rn_per_10k,county+year,rn_age_under35_pct_lag1,-0.1118,0.1769,-0.632,0.5278,408,0.7817,51,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - MSA only (51),rn_per_10k,county+year,ipeds_rn_per_10k_lag1,-0.0318,0.06,-0.5296,0.5967,408,0.7817,51,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Metro only (30),rn_per_10k,county+year,share_75plus,2.1821,1.413,1.5443,0.1242,240,0.8431,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Metro only (30),rn_per_10k,county+year,share_65_74,2.2195,1.264,1.7559,0.0807,240,0.8431,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Metro only (30),rn_per_10k,county+year,population_growth_rate,-126.5555,35.6251,-3.5524,0.0005,240,0.8431,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Metro only (30),rn_per_10k,county+year,hosp_beds_per_1k,-0.3478,1.4152,-0.2457,0.8061,240,0.8431,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Metro only (30),rn_per_10k,county+year,nh_beds_per_65plus_ahrf,15.1761,5.7127,2.6566,0.0086,240,0.8431,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Metro only (30),rn_per_10k,county+year,poverty_rate,-0.1248,0.27,-0.4624,0.6443,240,0.8431,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Metro only (30),rn_per_10k,county+year,bachelors_plus_share,-0.5092,0.2404,-2.1181,0.0354,240,0.8431,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Metro only (30),rn_per_10k,county+year,rn_per_10k_lag1,0.8604,0.0663,12.9685,0.0,240,0.8431,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Metro only (30),rn_per_10k,county+year,unemployment_rate,0.0624,0.357,0.1748,0.8614,240,0.8431,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Metro only (30),rn_per_10k,county+year,rn_age_under35_pct_lag1,-0.0598,0.1615,-0.37,0.7118,240,0.8431,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Metro only (30),rn_per_10k,county+year,ipeds_rn_per_10k_lag1,0.0469,0.0946,0.4955,0.6208,240,0.8431,30,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Rural only (32),rn_per_10k,county+year,share_75plus,1.8041,0.911,1.9803,0.049,256,0.6175,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Rural only (32),rn_per_10k,county+year,share_65_74,-0.7015,0.4747,-1.4778,0.141,256,0.6175,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Rural only (32),rn_per_10k,county+year,population_growth_rate,-89.916,12.9788,-6.9279,0.0,256,0.6175,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Rural only (32),rn_per_10k,county+year,hosp_beds_per_1k,-0.1823,0.3564,-0.5115,0.6096,256,0.6175,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Rural only (32),rn_per_10k,county+year,nh_beds_per_65plus_ahrf,0.0328,0.5285,0.062,0.9506,256,0.6175,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Rural only (32),rn_per_10k,county+year,poverty_rate,0.357,0.2462,1.4501,0.1485,256,0.6175,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Rural only (32),rn_per_10k,county+year,bachelors_plus_share,0.7374,0.4021,1.834,0.0681,256,0.6175,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Rural only (32),rn_per_10k,county+year,rn_per_10k_lag1,0.7678,0.1195,6.4275,0.0,256,0.6175,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Rural only (32),rn_per_10k,county+year,unemployment_rate,0.1813,0.2659,0.6819,0.4961,256,0.6175,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Rural only (32),rn_per_10k,county+year,rn_age_under35_pct_lag1,-0.0584,0.1851,-0.3156,0.7526,256,0.6175,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
RN training - Rural only (32),rn_per_10k,county+year,ipeds_rn_per_10k_lag1,0.0322,0.0369,0.8718,0.3843,256,0.6175,32,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training x rural interaction,lpn_per_10k,county+year,share_75plus,-0.0091,1.2582,-0.0072,0.9942,662,0.2978,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training x rural interaction,lpn_per_10k,county+year,share_65_74,-1.3058,1.0094,-1.2936,0.1963,662,0.2978,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training x rural interaction,lpn_per_10k,county+year,population_growth_rate,-64.7782,11.1137,-5.8287,0.0,662,0.2978,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training x rural interaction,lpn_per_10k,county+year,hosp_beds_per_1k,-1.9613,0.3627,-5.4072,0.0,662,0.2978,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training x rural interaction,lpn_per_10k,county+year,nh_beds_per_65plus_ahrf,-3.5077,0.859,-4.0837,0.0001,662,0.2978,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training x rural interaction,lpn_per_10k,county+year,poverty_rate,-0.0638,0.1882,-0.3389,0.7348,662,0.2978,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training x rural interaction,lpn_per_10k,county+year,bachelors_plus_share,0.5467,0.2767,1.9755,0.0487,662,0.2978,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training x rural interaction,lpn_per_10k,county+year,lpn_per_10k_lag1,0.3111,0.1707,1.822,0.069,662,0.2978,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training x rural interaction,lpn_per_10k,county+year,unemployment_rate,-0.1957,0.2572,-0.7608,0.4471,662,0.2978,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training x rural interaction,lpn_per_10k,county+year,lpn_age_under35_pct_lag1,0.1133,0.0518,2.1855,0.0293,662,0.2978,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training x rural interaction,lpn_per_10k,county+year,ipeds_lpn_per_10k_lag1,0.3625,0.1277,2.8384,0.0047,662,0.2978,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training x rural interaction,lpn_per_10k,county+year,is_rural,73.7201,45.5893,1.617,0.1064,662,0.2978,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN training x rural interaction,lpn_per_10k,county+year,rural_x_ipeds_lpn,-0.1236,0.1204,-1.0266,0.305,662,0.2978,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Reverse-Granger: past LPN supply -> current LPN completions,ipeds_lpn_per_10k,county+year,share_75plus,0.2718,0.1799,1.5109,0.1314,661,0.2787,83,8,"2014,2015,2016,2017,2018,2021,2022,2023",county_clustered_clustered
Reverse-Granger: past LPN supply -> current LPN completions,ipeds_lpn_per_10k,county+year,share_65_74,-0.2792,0.2283,-1.2228,0.2219,661,0.2787,83,8,"2014,2015,2016,2017,2018,2021,2022,2023",county_clustered_clustered
Reverse-Granger: past LPN supply -> current LPN completions,ipeds_lpn_per_10k,county+year,population_growth_rate,-1.3928,1.7838,-0.7808,0.4352,661,0.2787,83,8,"2014,2015,2016,2017,2018,2021,2022,2023",county_clustered_clustered
Reverse-Granger: past LPN supply -> current LPN completions,ipeds_lpn_per_10k,county+year,hosp_beds_per_1k,-0.0068,0.0638,-0.1072,0.9147,661,0.2787,83,8,"2014,2015,2016,2017,2018,2021,2022,2023",county_clustered_clustered
Reverse-Granger: past LPN supply -> current LPN completions,ipeds_lpn_per_10k,county+year,nh_beds_per_65plus_ahrf,0.1881,0.118,1.5945,0.1114,661,0.2787,83,8,"2014,2015,2016,2017,2018,2021,2022,2023",county_clustered_clustered
Reverse-Granger: past LPN supply -> current LPN completions,ipeds_lpn_per_10k,county+year,poverty_rate,0.0649,0.0413,1.5707,0.1168,661,0.2787,83,8,"2014,2015,2016,2017,2018,2021,2022,2023",county_clustered_clustered
Reverse-Granger: past LPN supply -> current LPN completions,ipeds_lpn_per_10k,county+year,bachelors_plus_share,0.0097,0.0636,0.152,0.8792,661,0.2787,83,8,"2014,2015,2016,2017,2018,2021,2022,2023",county_clustered_clustered
Reverse-Granger: past LPN supply -> current LPN completions,ipeds_lpn_per_10k,county+year,ipeds_lpn_per_10k_glag1,0.3882,0.1085,3.5785,0.0004,661,0.2787,83,8,"2014,2015,2016,2017,2018,2021,2022,2023",county_clustered_clustered
Reverse-Granger: past LPN supply -> current LPN completions,ipeds_lpn_per_10k,county+year,lpn_per_10k_glag1,0.0335,0.0185,1.8134,0.0703,661,0.2787,83,8,"2014,2015,2016,2017,2018,2021,2022,2023",county_clustered_clustered
Reverse-Granger: past LPN supply -> current LPN completions,ipeds_lpn_per_10k,county+year,lpn_per_10k_glag2,-0.0156,0.0069,-2.2566,0.0244,661,0.2787,83,8,"2014,2015,2016,2017,2018,2021,2022,2023",county_clustered_clustered
Forward (headline): past LPN completions -> current LPN supply,lpn_per_10k,county+year,share_75plus,1.0685,1.0561,1.0118,0.3121,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Forward (headline): past LPN completions -> current LPN supply,lpn_per_10k,county+year,share_65_74,-0.1631,0.4858,-0.3358,0.7372,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Forward (headline): past LPN completions -> current LPN supply,lpn_per_10k,county+year,population_growth_rate,-67.9685,10.1851,-6.6733,0.0,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Forward (headline): past LPN completions -> current LPN supply,lpn_per_10k,county+year,hosp_beds_per_1k,-2.0021,0.2474,-8.0912,0.0,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Forward (headline): past LPN completions -> current LPN supply,lpn_per_10k,county+year,nh_beds_per_65plus_ahrf,-3.1874,0.7544,-4.2251,0.0,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Forward (headline): past LPN completions -> current LPN supply,lpn_per_10k,county+year,poverty_rate,0.0676,0.1589,0.4254,0.6707,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Forward (headline): past LPN completions -> current LPN supply,lpn_per_10k,county+year,bachelors_plus_share,0.6744,0.3521,1.9154,0.0559,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Forward (headline): past LPN completions -> current LPN supply,lpn_per_10k,county+year,lpn_per_10k_lag1,0.33,0.1672,1.9737,0.0489,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Forward (headline): past LPN completions -> current LPN supply,lpn_per_10k,county+year,unemployment_rate,-0.0922,0.2505,-0.3679,0.7131,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Forward (headline): past LPN completions -> current LPN supply,lpn_per_10k,county+year,lpn_age_under35_pct_lag1,0.1029,0.0486,2.1178,0.0346,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Forward (headline): past LPN completions -> current LPN supply,lpn_per_10k,county+year,ipeds_lpn_per_10k_lag1,0.2644,0.0789,3.3497,0.0009,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 1 (baseline),lpn_per_10k,county+year,share_75plus,1.0177,1.2974,0.7844,0.433,911,0.1635,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
LPN pipeline - lag 1 (baseline),lpn_per_10k,county+year,share_65_74,-1.8789,0.9659,-1.9453,0.0521,911,0.1635,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
LPN pipeline - lag 1 (baseline),lpn_per_10k,county+year,population_growth_rate,-49.1287,13.5451,-3.6271,0.0003,911,0.1635,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
LPN pipeline - lag 1 (baseline),lpn_per_10k,county+year,hosp_beds_per_1k,-2.5372,0.4368,-5.8087,0.0,911,0.1635,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
LPN pipeline - lag 1 (baseline),lpn_per_10k,county+year,nh_beds_per_65plus_ahrf,-3.4744,0.5165,-6.7263,0.0,911,0.1635,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
LPN pipeline - lag 1 (baseline),lpn_per_10k,county+year,poverty_rate,0.0733,0.2613,0.2804,0.7792,911,0.1635,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
LPN pipeline - lag 1 (baseline),lpn_per_10k,county+year,bachelors_plus_share,0.7863,0.3156,2.4913,0.0129,911,0.1635,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
LPN pipeline - lag 1 (baseline),lpn_per_10k,county+year,ipeds_lpn_per_10k_lag1,0.416,0.0554,7.5069,0.0,911,0.1635,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
LPN pipeline - lag 2 (baseline),lpn_per_10k,county+year,share_75plus,1.1249,1.284,0.8761,0.3812,911,0.1508,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
LPN pipeline - lag 2 (baseline),lpn_per_10k,county+year,share_65_74,-2.0838,0.9774,-2.132,0.0333,911,0.1508,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
LPN pipeline - lag 2 (baseline),lpn_per_10k,county+year,population_growth_rate,-48.0949,13.7705,-3.4926,0.0005,911,0.1508,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
LPN pipeline - lag 2 (baseline),lpn_per_10k,county+year,hosp_beds_per_1k,-2.451,0.4012,-6.1086,0.0,911,0.1508,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
LPN pipeline - lag 2 (baseline),lpn_per_10k,county+year,nh_beds_per_65plus_ahrf,-3.3296,0.5055,-6.5872,0.0,911,0.1508,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
LPN pipeline - lag 2 (baseline),lpn_per_10k,county+year,poverty_rate,0.1071,0.2622,0.4085,0.683,911,0.1508,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
LPN pipeline - lag 2 (baseline),lpn_per_10k,county+year,bachelors_plus_share,0.8714,0.318,2.7407,0.0063,911,0.1508,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
LPN pipeline - lag 2 (baseline),lpn_per_10k,county+year,ipeds_lpn_per_10k_lag2,0.259,0.0899,2.8815,0.0041,911,0.1508,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
LPN pipeline - lag 1 (training spec),lpn_per_10k,county+year,share_75plus,1.0685,1.0561,1.0118,0.3121,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 1 (training spec),lpn_per_10k,county+year,share_65_74,-0.1631,0.4858,-0.3358,0.7372,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 1 (training spec),lpn_per_10k,county+year,population_growth_rate,-67.9685,10.1851,-6.6733,0.0,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 1 (training spec),lpn_per_10k,county+year,hosp_beds_per_1k,-2.0021,0.2474,-8.0912,0.0,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 1 (training spec),lpn_per_10k,county+year,nh_beds_per_65plus_ahrf,-3.1874,0.7544,-4.2251,0.0,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 1 (training spec),lpn_per_10k,county+year,poverty_rate,0.0676,0.1589,0.4254,0.6707,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 1 (training spec),lpn_per_10k,county+year,bachelors_plus_share,0.6744,0.3521,1.9154,0.0559,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 1 (training spec),lpn_per_10k,county+year,lpn_per_10k_lag1,0.33,0.1672,1.9737,0.0489,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 1 (training spec),lpn_per_10k,county+year,unemployment_rate,-0.0922,0.2505,-0.3679,0.7131,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 1 (training spec),lpn_per_10k,county+year,lpn_age_under35_pct_lag1,0.1029,0.0486,2.1178,0.0346,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 1 (training spec),lpn_per_10k,county+year,ipeds_lpn_per_10k_lag1,0.2644,0.0789,3.3497,0.0009,662,0.2835,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 2 (training spec),lpn_per_10k,county+year,share_75plus,1.0633,1.062,1.0012,0.3172,662,0.2829,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 2 (training spec),lpn_per_10k,county+year,share_65_74,-0.1824,0.486,-0.3754,0.7075,662,0.2829,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 2 (training spec),lpn_per_10k,county+year,population_growth_rate,-67.3217,10.3114,-6.5288,0.0,662,0.2829,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 2 (training spec),lpn_per_10k,county+year,hosp_beds_per_1k,-1.9804,0.2393,-8.2758,0.0,662,0.2829,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 2 (training spec),lpn_per_10k,county+year,nh_beds_per_65plus_ahrf,-3.2171,0.7564,-4.2534,0.0,662,0.2829,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 2 (training spec),lpn_per_10k,county+year,poverty_rate,0.0728,0.159,0.4579,0.6472,662,0.2829,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 2 (training spec),lpn_per_10k,county+year,bachelors_plus_share,0.6893,0.3561,1.9359,0.0534,662,0.2829,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 2 (training spec),lpn_per_10k,county+year,unemployment_rate,-0.0873,0.2402,-0.3633,0.7165,662,0.2829,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
