label,outcome,fe,variable,coef,se,t,p,n,within_r2,counties,years,year_list,covariance
Employer capacity - LPN [drop thin years 2012/2017],lpn_per_10k,county+year,population_growth_rate,-56.9404,11.556,-4.9273,0.0,504,0.244,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop thin years 2012/2017],lpn_per_10k,county+year,hosp_beds_per_1k,-2.1912,0.5526,-3.9654,0.0001,504,0.244,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop thin years 2012/2017],lpn_per_10k,county+year,nh_beds_per_65plus_ahrf,-2.1508,0.6157,-3.4934,0.0005,504,0.244,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop thin years 2012/2017],lpn_per_10k,county+year,poverty_rate,0.042,0.3071,0.1368,0.8913,504,0.244,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop thin years 2012/2017],lpn_per_10k,county+year,bachelors_plus_share,0.7642,0.6253,1.2221,0.2224,504,0.244,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop thin years 2012/2017],lpn_per_10k,county+year,lpn_per_10k_lag1,0.2897,0.1936,1.4963,0.1353,504,0.244,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop thin years 2012/2017],lpn_per_10k,county+year,ipeds_lpn_per_10k_lag1,0.3827,0.1916,1.9972,0.0465,504,0.244,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop thin years 2012/2017],lpn_per_10k,county+year,operating_margin_wmean,-0.3465,0.3314,-1.0456,0.2964,504,0.244,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop thin years 2012/2017],lpn_per_10k,county+year,single_hospital_county,0.6414,1.0545,0.6082,0.5434,504,0.244,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop margin < -1],rn_per_10k,county+year,share_75plus,1.1183,0.7407,1.5099,0.1318,531,0.7765,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop margin < -1],rn_per_10k,county+year,share_65_74,0.1787,0.4417,0.4046,0.686,531,0.7765,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop margin < -1],rn_per_10k,county+year,population_growth_rate,-110.2902,12.8939,-8.5536,0.0,531,0.7765,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop margin < -1],rn_per_10k,county+year,hosp_beds_per_1k,-0.2815,0.3178,-0.8856,0.3763,531,0.7765,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop margin < -1],rn_per_10k,county+year,nh_beds_per_65plus_ahrf,0.4016,0.3526,1.1391,0.2553,531,0.7765,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop margin < -1],rn_per_10k,county+year,poverty_rate,0.4568,0.2004,2.2795,0.0231,531,0.7765,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop margin < -1],rn_per_10k,county+year,bachelors_plus_share,0.124,0.2425,0.5115,0.6092,531,0.7765,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop margin < -1],rn_per_10k,county+year,rn_per_10k_lag1,0.8492,0.0533,15.9358,0.0,531,0.7765,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop margin < -1],rn_per_10k,county+year,ipeds_rn_per_10k_lag1,0.0268,0.0488,0.5487,0.5835,531,0.7765,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop margin < -1],rn_per_10k,county+year,operating_margin_wmean,3.3551,2.0566,1.6314,0.1035,531,0.7765,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop margin < -1],rn_per_10k,county+year,single_hospital_county,0.5146,0.9039,0.5693,0.5694,531,0.7765,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop margin < -1],lpn_per_10k,county+year,share_75plus,2.134,1.5771,1.3531,0.1767,530,0.2422,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop margin < -1],lpn_per_10k,county+year,share_65_74,-0.6576,0.7723,-0.8515,0.395,530,0.2422,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop margin < -1],lpn_per_10k,county+year,population_growth_rate,-57.6751,10.7287,-5.3758,0.0,530,0.2422,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop margin < -1],lpn_per_10k,county+year,hosp_beds_per_1k,-2.2511,0.5441,-4.1372,0.0,530,0.2422,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop margin < -1],lpn_per_10k,county+year,nh_beds_per_65plus_ahrf,-2.0888,0.5779,-3.6147,0.0003,530,0.2422,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop margin < -1],lpn_per_10k,county+year,poverty_rate,0.0111,0.2933,0.0379,0.9698,530,0.2422,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop margin < -1],lpn_per_10k,county+year,bachelors_plus_share,0.7042,0.5844,1.205,0.2288,530,0.2422,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop margin < -1],lpn_per_10k,county+year,lpn_per_10k_lag1,0.3023,0.1912,1.5808,0.1146,530,0.2422,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop margin < -1],lpn_per_10k,county+year,ipeds_lpn_per_10k_lag1,0.3766,0.1909,1.9723,0.0492,530,0.2422,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop margin < -1],lpn_per_10k,county+year,operating_margin_wmean,1.4291,2.3553,0.6068,0.5443,530,0.2422,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop margin < -1],lpn_per_10k,county+year,single_hospital_county,0.5967,0.8414,0.7092,0.4786,530,0.2422,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Wage competition - RN supply (non-border sample),rn_per_10k,county+year,share_75plus,3.6397,1.5734,2.3133,0.0214,360,0.5633,60,6,"2013,2014,2015,2016,2017,2021",county_clustered_clustered
Wage competition - RN supply (non-border sample),rn_per_10k,county+year,share_65_74,-0.6799,1.1739,-0.5792,0.5629,360,0.5633,60,6,"2013,2014,2015,2016,2017,2021",county_clustered_clustered
Wage competition - RN supply (non-border sample),rn_per_10k,county+year,population_growth_rate,-149.6801,20.7298,-7.2205,0.0,360,0.5633,60,6,"2013,2014,2015,2016,2017,2021",county_clustered_clustered
Wage competition - RN supply (non-border sample),rn_per_10k,county+year,hosp_beds_per_1k,0.5091,1.7794,0.2861,0.775,360,0.5633,60,6,"2013,2014,2015,2016,2017,2021",county_clustered_clustered
Wage competition - RN supply (non-border sample),rn_per_10k,county+year,nh_beds_per_65plus_ahrf,2.2256,0.7268,3.0623,0.0024,360,0.5633,60,6,"2013,2014,2015,2016,2017,2021",county_clustered_clustered
Wage competition - RN supply (non-border sample),rn_per_10k,county+year,poverty_rate,0.0248,0.3613,0.0687,0.9453,360,0.5633,60,6,"2013,2014,2015,2016,2017,2021",county_clustered_clustered
Wage competition - RN supply (non-border sample),rn_per_10k,county+year,bachelors_plus_share,0.2975,0.3595,0.8275,0.4087,360,0.5633,60,6,"2013,2014,2015,2016,2017,2021",county_clustered_clustered
Wage competition - RN supply (non-border sample),rn_per_10k,county+year,rn_per_10k_lag1,0.7599,0.1153,6.5912,0.0,360,0.5633,60,6,"2013,2014,2015,2016,2017,2021",county_clustered_clustered
Wage competition - RN supply (non-border sample),rn_per_10k,county+year,ipeds_rn_per_10k_lag1,0.031,0.0501,0.6195,0.5361,360,0.5633,60,6,"2013,2014,2015,2016,2017,2021",county_clustered_clustered
Wage competition - RN supply (non-border sample),rn_per_10k,county+year,rn_wage_gap,-0.0086,0.1053,-0.0818,0.9349,360,0.5633,60,6,"2013,2014,2015,2016,2017,2021",county_clustered_clustered
Wage competition - RN postings (non-border sample),rn_postings_per_10k,county+year,share_75plus,-8.5567,3.369,-2.5398,0.0115,418,0.0611,60,7,"2013,2014,2015,2016,2017,2018,2021",county_clustered_clustered
Wage competition - RN postings (non-border sample),rn_postings_per_10k,county+year,share_65_74,1.5419,2.7807,0.5545,0.5796,418,0.0611,60,7,"2013,2014,2015,2016,2017,2018,2021",county_clustered_clustered
Wage competition - RN postings (non-border sample),rn_postings_per_10k,county+year,population_growth_rate,-107.8018,74.4592,-1.4478,0.1486,418,0.0611,60,7,"2013,2014,2015,2016,2017,2018,2021",county_clustered_clustered
Wage competition - RN postings (non-border sample),rn_postings_per_10k,county+year,hosp_beds_per_1k,4.86,4.6394,1.0475,0.2956,418,0.0611,60,7,"2013,2014,2015,2016,2017,2018,2021",county_clustered_clustered
Wage competition - RN postings (non-border sample),rn_postings_per_10k,county+year,nh_beds_per_65plus_ahrf,0.2329,1.8342,0.127,0.8991,418,0.0611,60,7,"2013,2014,2015,2016,2017,2018,2021",county_clustered_clustered
Wage competition - RN postings (non-border sample),rn_postings_per_10k,county+year,poverty_rate,0.5855,0.9062,0.6461,0.5187,418,0.0611,60,7,"2013,2014,2015,2016,2017,2018,2021",county_clustered_clustered
Wage competition - RN postings (non-border sample),rn_postings_per_10k,county+year,bachelors_plus_share,2.7818,1.1108,2.5043,0.0127,418,0.0611,60,7,"2013,2014,2015,2016,2017,2018,2021",county_clustered_clustered
Wage competition - RN postings (non-border sample),rn_postings_per_10k,county+year,rn_per_10k_lag1,0.0079,0.1083,0.0726,0.9421,418,0.0611,60,7,"2013,2014,2015,2016,2017,2018,2021",county_clustered_clustered
Wage competition - RN postings (non-border sample),rn_postings_per_10k,county+year,ipeds_rn_per_10k_lag1,-0.1111,0.1357,-0.8185,0.4137,418,0.0611,60,7,"2013,2014,2015,2016,2017,2018,2021",county_clustered_clustered
Wage competition - RN postings (non-border sample),rn_postings_per_10k,county+year,rn_wage_gap,-0.1256,0.185,-0.6792,0.4975,418,0.0611,60,7,"2013,2014,2015,2016,2017,2018,2021",county_clustered_clustered
A1 restricted - RN [share_65plus],rn_per_10k,county+year,population_growth_rate,-14.7372,39.3832,-0.3742,0.7084,913,0.0484,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 restricted - RN [share_65plus],rn_per_10k,county+year,hosp_beds_per_1k,-0.1834,0.8125,-0.2257,0.8215,913,0.0484,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 restricted - RN [share_65plus],rn_per_10k,county+year,nh_beds_per_65plus_ahrf,-0.8649,0.8584,-1.0075,0.314,913,0.0484,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 restricted - RN [share_65plus],rn_per_10k,county+year,poverty_rate,0.6244,0.5405,1.1552,0.2483,913,0.0484,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 restricted - RN [share_65plus],rn_per_10k,county+year,bachelors_plus_share,1.1874,0.6533,1.8175,0.0695,913,0.0484,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 restricted - RN [share_65plus],rn_per_10k,county+year,share_65plus,1.5832,1.3256,1.1943,0.2327,913,0.0484,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 restricted - RN [share_65plus],rn_per_10k,county+year,ipeds_rn_per_10k_lag1,0.0518,0.1351,0.3836,0.7014,913,0.0484,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 restricted - LPN [share_65plus],lpn_per_10k,county+year,population_growth_rate,-51.9918,14.5106,-3.583,0.0004,911,0.148,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 restricted - LPN [share_65plus],lpn_per_10k,county+year,hosp_beds_per_1k,-2.1692,0.3443,-6.3011,0.0,911,0.148,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 restricted - LPN [share_65plus],lpn_per_10k,county+year,nh_beds_per_65plus_ahrf,-4.0403,0.5123,-7.8864,0.0,911,0.148,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 restricted - LPN [share_65plus],lpn_per_10k,county+year,poverty_rate,0.0436,0.2685,0.1624,0.871,911,0.148,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 restricted - LPN [share_65plus],lpn_per_10k,county+year,bachelors_plus_share,0.8949,0.2817,3.1765,0.0015,911,0.148,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 restricted - LPN [share_65plus],lpn_per_10k,county+year,share_65plus,-0.7234,0.781,-0.9263,0.3546,911,0.148,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 restricted - LPN [share_65plus],lpn_per_10k,county+year,ipeds_lpn_per_10k_lag1,0.4431,0.0656,6.7521,0.0,911,0.148,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 baseline - RN [decomposed],rn_per_10k,county+year,share_75plus,5.7722,1.8278,3.1581,0.0016,913,0.0883,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 baseline - RN [decomposed],rn_per_10k,county+year,share_65_74,-1.1834,2.0581,-0.575,0.5655,913,0.0883,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 baseline - RN [decomposed],rn_per_10k,county+year,population_growth_rate,-7.8096,38.4713,-0.203,0.8392,913,0.0883,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 baseline - RN [decomposed],rn_per_10k,county+year,hosp_beds_per_1k,-1.0884,0.8408,-1.2945,0.1959,913,0.0883,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 baseline - RN [decomposed],rn_per_10k,county+year,nh_beds_per_65plus_ahrf,0.4489,1.0429,0.4305,0.667,913,0.0883,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 baseline - RN [decomposed],rn_per_10k,county+year,poverty_rate,0.6869,0.4877,1.4084,0.1594,913,0.0883,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 baseline - RN [decomposed],rn_per_10k,county+year,bachelors_plus_share,0.8929,0.6729,1.3269,0.1849,913,0.0883,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 baseline - RN [decomposed],rn_per_10k,county+year,ipeds_rn_per_10k_lag1,0.0235,0.119,0.1979,0.8432,913,0.0883,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 baseline - LPN [decomposed],lpn_per_10k,county+year,share_75plus,1.0177,1.2974,0.7844,0.433,911,0.1635,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 baseline - LPN [decomposed],lpn_per_10k,county+year,share_65_74,-1.8789,0.9659,-1.9453,0.0521,911,0.1635,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 baseline - LPN [decomposed],lpn_per_10k,county+year,population_growth_rate,-49.1287,13.5451,-3.6271,0.0003,911,0.1635,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 baseline - LPN [decomposed],lpn_per_10k,county+year,hosp_beds_per_1k,-2.5372,0.4368,-5.8087,0.0,911,0.1635,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 baseline - LPN [decomposed],lpn_per_10k,county+year,nh_beds_per_65plus_ahrf,-3.4744,0.5165,-6.7263,0.0,911,0.1635,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 baseline - LPN [decomposed],lpn_per_10k,county+year,poverty_rate,0.0733,0.2613,0.2804,0.7792,911,0.1635,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 baseline - LPN [decomposed],lpn_per_10k,county+year,bachelors_plus_share,0.7863,0.3156,2.4913,0.0129,911,0.1635,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
A1 baseline - LPN [decomposed],lpn_per_10k,county+year,ipeds_lpn_per_10k_lag1,0.416,0.0554,7.5069,0.0,911,0.1635,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix A1b - Baseline RN [per 65+],rn_per_10k_65,county+year,share_75plus,16.4863,7.8734,2.0939,0.0366,913,0.0515,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix A1b - Baseline RN [per 65+],rn_per_10k_65,county+year,share_65_74,-22.208,11.8685,-1.8712,0.0617,913,0.0515,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix A1b - Baseline RN [per 65+],rn_per_10k_65,county+year,population_growth_rate,364.7421,307.6458,1.1856,0.2361,913,0.0515,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix A1b - Baseline RN [per 65+],rn_per_10k_65,county+year,hosp_beds_per_1k,-0.8918,5.3472,-0.1668,0.8676,913,0.0515,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix A1b - Baseline RN [per 65+],rn_per_10k_65,county+year,nh_beds_per_65plus_ahrf,22.5738,22.4526,1.0054,0.315,913,0.0515,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix A1b - Baseline RN [per 65+],rn_per_10k_65,county+year,poverty_rate,-0.008,2.8732,-0.0028,0.9978,913,0.0515,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix A1b - Baseline RN [per 65+],rn_per_10k_65,county+year,bachelors_plus_share,-2.9561,3.9831,-0.7421,0.4582,913,0.0515,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix A1b - Baseline RN [per 65+],rn_per_10k_65,county+year,ipeds_rn_per_10k_lag1,-0.3783,0.9486,-0.3988,0.6901,913,0.0515,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix A1b - Baseline LPN [per 65+],lpn_per_10k_65,county+year,share_75plus,9.9315,6.2479,1.5896,0.1123,911,0.0925,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix A1b - Baseline LPN [per 65+],lpn_per_10k_65,county+year,share_65_74,-6.072,5.1915,-1.1696,0.2425,911,0.0925,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix A1b - Baseline LPN [per 65+],lpn_per_10k_65,county+year,population_growth_rate,-45.6837,139.329,-0.3279,0.7431,911,0.0925,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix A1b - Baseline LPN [per 65+],lpn_per_10k_65,county+year,hosp_beds_per_1k,-9.2374,2.8501,-3.2411,0.0012,911,0.0925,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix A1b - Baseline LPN [per 65+],lpn_per_10k_65,county+year,nh_beds_per_65plus_ahrf,-14.2693,2.976,-4.7948,0.0,911,0.0925,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix A1b - Baseline LPN [per 65+],lpn_per_10k_65,county+year,poverty_rate,0.384,1.5684,0.2449,0.8066,911,0.0925,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix A1b - Baseline LPN [per 65+],lpn_per_10k_65,county+year,bachelors_plus_share,3.5593,1.6351,2.1768,0.0298,911,0.0925,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix A1b - Baseline LPN [per 65+],lpn_per_10k_65,county+year,ipeds_lpn_per_10k_lag1,1.4942,0.5014,2.9802,0.003,911,0.0925,83,11,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",county_clustered_clustered
Appendix - RN wage Bartik first stage (diagnostic),rn_pums_wage,county+year,share_75plus,0.5303,0.4063,1.3053,0.1923,747,-0.0072,83,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",county_clustered_clustered
Appendix - RN wage Bartik first stage (diagnostic),rn_pums_wage,county+year,share_65_74,1.1494,0.2758,4.1678,0.0,747,-0.0072,83,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",county_clustered_clustered
Appendix - RN wage Bartik first stage (diagnostic),rn_pums_wage,county+year,population_growth_rate,14.2798,14.4194,0.9903,0.3224,747,-0.0072,83,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",county_clustered_clustered
Appendix - RN wage Bartik first stage (diagnostic),rn_pums_wage,county+year,hosp_beds_per_1k,0.1399,0.164,0.8531,0.3939,747,-0.0072,83,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",county_clustered_clustered
Appendix - RN wage Bartik first stage (diagnostic),rn_pums_wage,county+year,nh_beds_per_65plus_ahrf,-1.4449,0.2818,-5.1275,0.0,747,-0.0072,83,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",county_clustered_clustered
Appendix - RN wage Bartik first stage (diagnostic),rn_pums_wage,county+year,poverty_rate,0.1391,0.1314,1.0584,0.2902,747,-0.0072,83,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",county_clustered_clustered
Appendix - RN wage Bartik first stage (diagnostic),rn_pums_wage,county+year,bachelors_plus_share,0.2793,0.1428,1.9556,0.0509,747,-0.0072,83,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",county_clustered_clustered
Appendix - RN wage Bartik first stage (diagnostic),rn_pums_wage,county+year,bartik_iv,210.3751,105.7386,1.9896,0.0471,747,-0.0072,83,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",county_clustered_clustered
Appendix - LPN wage Bartik first stage (diagnostic),lpn_pums_wage,county+year,share_75plus,0.114,0.828,0.1377,0.8905,730,0.0165,83,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",county_clustered_clustered
Appendix - LPN wage Bartik first stage (diagnostic),lpn_pums_wage,county+year,share_65_74,0.0909,0.815,0.1115,0.9112,730,0.0165,83,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",county_clustered_clustered
Appendix - LPN wage Bartik first stage (diagnostic),lpn_pums_wage,county+year,population_growth_rate,40.7539,29.3959,1.3864,0.1661,730,0.0165,83,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",county_clustered_clustered
Appendix - LPN wage Bartik first stage (diagnostic),lpn_pums_wage,county+year,hosp_beds_per_1k,0.3241,0.307,1.0556,0.2915,730,0.0165,83,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",county_clustered_clustered
Appendix - LPN wage Bartik first stage (diagnostic),lpn_pums_wage,county+year,nh_beds_per_65plus_ahrf,1.5483,0.9028,1.7151,0.0868,730,0.0165,83,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",county_clustered_clustered
Appendix - LPN wage Bartik first stage (diagnostic),lpn_pums_wage,county+year,poverty_rate,0.1316,0.301,0.4374,0.662,730,0.0165,83,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",county_clustered_clustered
Appendix - LPN wage Bartik first stage (diagnostic),lpn_pums_wage,county+year,bachelors_plus_share,0.8521,0.3488,2.4427,0.0148,730,0.0165,83,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",county_clustered_clustered
Appendix - LPN wage Bartik first stage (diagnostic),lpn_pums_wage,county+year,bartik_iv_lpn,-291.0055,253.6936,-1.1471,0.2518,730,0.0165,83,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",county_clustered_clustered
